SampleID,Tree,Forest,Plot,Subplot,Wood_log_ID,Time,Species,Position,control,SampleType,Updown_pooling_18mo,Openmature_pooling,Updown_pooling_18mo_36mo,Procrustes_down,Tag_nb,Installment_date,Water_cont_ini,WSG_ini,Coll_No,Coll_date,Water_cont_later,WSG_later,Remarks,db,dm,dt,L,volume,W_density,Log_mass_ini,Log_Bark_Dry_weight_g,Log_No_Bark_Dry_weight_g,Log_mass_final,ML,ML_percent,t,incubation_time,Bark_thickness_T1,Bark_thickness_T2,Bark_thickness_T3,Bark_thickness_T4,Per_WSG_loss,Termi.assum,W_Carb,W_Nitro,W_Phosp,W_Pota,W_Lignin,W_Cellu,W_Hemicellu,W_Sugar,W_Fiber_content,W_Carb_Nitro_ratio,W_Lignin_Nitro_ratio,W_Lignin_Carb_ratio,B_Carb,B_Nitro,B_Phosp,B_Pota,B_Lignin,B_Cellu,B_Hemicellu,B_Sugar,B_Tannin,B_Carb_Nitro_ratio,B_Lignin_Nitro_ratio,B_Lignin_Carb_ratio
M354,B,Mature_forest,404,5,7216,18mo,Castanopsis_mekongensis,up,No,UpDown,Yes,,Yes,,7216,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.324444444,0.509049774,,12.1,11.5,11.1,50.8,5310.587554,0.649394405,3448.665843,399.37,1359.89,1762.6,1686.065843,48.89038022,582,18mo,11.17,12.12,8.44,7.19,35.5188018,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD497,B,Mature_forest,404,1,7212,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7212,16/11/2011,0.872791751,0.789454583,Coll_6,15/12/2014,0.7245,0.576923077,,9.3,9.3,9.2,50.4,3411.421281,0.649394405,2215.357892,119.15,886.18,1007.43,1207.927892,54.52518062,1125,36mo,6.9,7.39,6.24,5.44,26.9213088,1,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD507,B,Regenerating_forest,405,9,7210,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7210,16/11/2011,0.872791751,0.789454583,Coll_6,15/12/2014,1.309791667,0.290909091,,10.9,10.5,10.3,50.8,4428.038682,0.649394405,2875.543544,331.09,1184.15,1518.31,1357.233544,47.19919985,1125,36mo,9.63,10.26,10.99,10.13,63.1506236,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
12,B,Mature_forest,NA,NA,B,0mo,Castanopsis_mekongensis,Initial,No,PilotSample,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD258,B,Mature_forest,404,9,7214,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7214,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.262686567,0.610200364,,10.9,11.2,10.8,49.8,4805.728584,0.649394405,3120.813253,248.32,1258.43,1510.8,1610.013253,51.58954165,582,18mo,9.08,10.7,9.94,10.7,22.7060838,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD506,B,Regenerating_forest,405,3,7215,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7215,16/11/2011,0.872791751,0.789454583,Coll_6,15/12/2014,1.186021505,0.336347197,,8.8,8.5,8.5,51,2928.644045,0.649394405,1901.845056,157.35,776.44,937.63,964.215056,50.69892802,1125,36mo,4.46,5.66,4.26,6.23,57.3949909,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD500,B,Mature_forest,404,3,7213,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7213,16/11/2011,0.872791751,0.789454583,Coll_6,15/12/2014,0.943384615,0.460992908,,10.2,9.5,9.3,50,3609.755807,0.649394405,2344.155223,201.3,885.24,1087.72,1256.435223,53.5986359,1125,36mo,8.3,9.22,7.58,7.11,41.6061522,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
63,B,Mature_forest,404,5,7216,12mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7216,16/11/2011,0.872791751,0.789454583,Coll_3,28/12/2012,0.717647059,0.622710623,,12.1,11.5,11.1,50.8,5310.587554,0.649394405,3448.665843,399.37,1359.89,1762.6,1686.065843,48.89038022,408,12mo,11.17,12.12,8.44,7.19,21.1214126,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD267,B,Regenerating_forest,405,9,7210,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7210,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.306930693,0.537234043,,10.9,10.5,10.3,50.8,4428.038682,0.649394405,2875.543544,331.09,1184.15,1518.31,1357.233544,47.19919985,582,18mo,9.63,10.26,10.99,10.13,31.9487082,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD259,B,Mature_forest,404,5,7216,18mo,Castanopsis_mekongensis,down,No,Down,Yes,,Yes,,7216,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.352760736,0.629343629,,12.1,11.5,11.1,50.8,5310.587554,0.649394405,3448.665843,399.37,1359.89,1762.6,1686.065843,48.89038022,582,18mo,11.17,12.12,8.44,7.19,20.2812115,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD499,B,Mature_forest,404,5,7216,36mo,Castanopsis_mekongensis,up,No,Down,,,Yes,,7216,16/11/2011,0.872791751,0.789454583,Coll_6,15/12/2014,0.861851852,0.473684211,,12.1,11.5,11.1,50.8,5310.587554,0.649394405,3448.665843,399.37,1359.89,1762.6,1686.065843,48.89038022,1125,36mo,11.17,12.12,8.44,7.19,39.9985483,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD266,B,Regenerating_forest,405,3,7215,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7215,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.234177215,0.51465798,,8.8,8.5,8.5,51,2928.644045,0.649394405,1901.845056,157.35,776.44,937.63,964.215056,50.69892802,582,18mo,4.46,5.66,4.26,6.23,34.8084119,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD257,B,Mature_forest,404,1,7212,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7212,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.515873016,0.565022422,,9.3,9.3,9.2,50.4,3411.421281,0.649394405,2215.357892,119.15,886.18,1007.43,1207.927892,54.52518062,582,18mo,6.9,7.39,6.24,5.44,28.4287617,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD496,B,Mature_forest,404,7,7211,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7211,16/11/2011,0.872791751,0.789454583,Coll_6,15/12/2014,0.695238095,0.567567568,,9.9,9,8.9,50.4,3306.721411,0.649394405,2147.366382,154.25,942.77,1098.28,1049.086382,48.85455928,1125,36mo,7.65,8.56,5.1,5.5,28.1063687,1,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD260,B,Mature_forest,404,3,7213,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7213,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.357142857,0.746666667,,10.2,9.5,9.3,50,3609.755807,0.649394405,2344.155223,201.3,885.24,1087.72,1256.435223,53.5986359,582,18mo,8.3,9.22,7.58,7.11,5.4199338,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
118,B,Mature_forest,404,5,7216,36mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7216,16/11/2011,0.872791751,0.789454583,Coll_6,15/12/2014,0.466923077,0.604651163,,12.1,11.5,11.1,50.8,5310.587554,0.649394405,3448.665843,399.37,1359.89,1762.6,1686.065843,48.89038022,1125,36mo,11.17,12.12,8.44,7.19,23.4089996,0,46.8,3.03,0.05,0.8,25.61,55.96,13.58,0.46,79.94,15.44554455,8.452145215,0.547222222,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD139,C,Mature_forest,214,3,7224,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7224,13/11/2011,0.751553444,0.746104098,Coll_4,28/05/2013,0.710843373,0.506097561,,10.7,9.8,11,49,3974.488209,0.647518258,2573.553682,224.95,1533.53,1761.69,811.8636817,31.54640556,562,18mo,6.22,4.74,6.37,6.06,32.1679694,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MDH375,C,Open_land,207,1,7220,36mo,Castanopsis_mekongensis,up,No,OpenMature,,Yes,Yes,,7220,11/11/2011,0.751553444,0.746104098,Coll_6,25/12/2014,1.3046,0.367647059,,8.9,9.1,9.5,50.2,3290.182495,0.647518258,2130.453238,126,805.72,933.28,1197.173238,56.19335908,1140,36mo,4.2,3.96,4.76,42,50.7244285,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD374,C,Open_land,207,9,7217,36mo,Castanopsis_mekongensis,down,No,Down,,Yes,Yes,Yes,7217,11/11/2011,0.751553444,0.746104098,Coll_6,25/12/2014,1.788076923,0.322981366,,8.8,9.4,8.8,49.8,3313.639199,0.647518258,2145.641882,166.95,869.51,1037.52,1108.121882,51.64523918,1140,36mo,5.62,5.35,4.92,4.48,56.7109513,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MDH128,C,Open_land,207,1,7220,18mo,Castanopsis_mekongensis,up,No,OpenMature,,Yes,Yes,,7220,11/11/2011,0.751553444,0.746104098,Coll_4,15/06/2013,0.684210526,0.502645503,,8.9,9.1,9.5,50.2,3290.182495,0.647518258,2130.453238,126,805.72,933.28,1197.173238,56.19335908,582,18mo,4.2,3.96,4.76,42,32.6306472,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD128,C,Open_land,207,1,7220,18mo,Castanopsis_mekongensis,down,No,Down,,Yes,Yes,Yes,7220,11/11/2011,0.751553444,0.746104098,Coll_4,15/06/2013,0.304347826,0.478060046,,8.9,9.1,9.5,50.2,3290.182495,0.647518258,2130.453238,126,805.72,933.28,1197.173238,56.19335908,582,18mo,4.2,3.96,4.76,42,35.9258249,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD386,C,Mature_forest,214,3,7224,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7224,13/11/2011,0.751553444,0.746104098,Coll_6,26/12/2014,2.436785714,0.29787234,,10.7,9.8,11,49,3974.488209,0.647518258,2573.553682,224.95,1533.53,1761.69,811.8636817,31.54640556,1139,36mo,6.22,4.74,6.37,6.06,60.0763029,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD375,C,Open_land,207,1,7220,36mo,Castanopsis_mekongensis,down,No,Down,,Yes,Yes,Yes,7220,11/11/2011,0.751553444,0.746104098,Coll_6,25/12/2014,2.246451613,0.219858156,,8.9,9.1,9.5,50.2,3290.182495,0.647518258,2130.453238,126,805.72,933.28,1197.173238,56.19335908,1140,36mo,4.2,3.96,4.76,42,70.5325093,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M20,C,Initial,NA,NA,NA,0mo,Castanopsis_mekongensis,Initial,No,Initial,Yes,Yes,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M293,C,Mature_forest,189,5,7218,18mo,Castanopsis_mekongensis,down,No,UpDown,Yes,Yes,Yes,,7218,12/11/2011,0.751553444,0.746104098,Coll_4,13/06/2013,0.376923077,0.653266332,,9.3,9.5,10.4,51.4,3738.549339,0.647518258,2420.778956,161.25,887.77,1050.36,1370.418956,56.61066049,579,18mo,4.39,4,3.76,4.82,12.4430046,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MDH127,C,Open_land,207,9,7217,18mo,Castanopsis_mekongensis,up,No,OpenMature,,Yes,Yes,,7217,11/11/2011,0.751553444,0.746104098,Coll_4,15/06/2013,0.288,0.534188034,,8.8,9.4,8.8,49.8,3313.639199,0.647518258,2145.641882,166.95,869.51,1037.52,1108.121882,51.64523918,582,18mo,5.62,5.35,4.92,4.48,28.4030157,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MDH374,C,Open_land,207,9,7217,36mo,Castanopsis_mekongensis,up,No,OpenMature,,Yes,Yes,,7217,11/11/2011,0.751553444,0.746104098,Coll_6,25/12/2014,1.613125,0.384,,8.8,9.4,8.8,49.8,3313.639199,0.647518258,2145.641882,166.95,869.51,1037.52,1108.121882,51.64523918,1140,36mo,5.62,5.35,4.92,4.48,48.532651,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
33,C,Mature_forest,189,5,7218,12mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7218,12/11/2011,0.751553444,0.746104098,Coll_3,08/12/2012,0.475490196,0.420618557,,9.3,9.5,10.4,51.4,3738.549339,0.647518258,2420.778956,161.25,887.77,1050.36,1370.418956,56.61066049,392,12mo,4.39,4,3.76,4.82,43.6246822,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD407,C,Regenerating_forest,234,7,7225,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7225,13/11/2011,0.751553444,0.746104098,Coll_6,27/12/2014,1.050677966,0.409722222,,11,11.5,11.7,50,5150.183575,0.647518258,3334.837897,236.01,1750.86,1988.34,1346.497897,40.37671211,1140,36mo,8.57,8.33,9.65,8.97,45.085113,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD387,C,Mature_forest,214,7,7223,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7223,13/11/2011,0.751553444,0.746104098,Coll_6,26/12/2014,2.273928571,0.28,,9,8.8,8.9,52.4,3223.592242,0.647518258,2087.334833,228.65,1104.93,1335.16,752.1748332,36.03517851,1139,36mo,4.99,5.24,4.9,4.15,62.4717247,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD356,C,Mature_forest,189,3,7219,36mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7219,12/11/2011,0.751553444,0.746104098,Coll_6,26/12/2014,1.432631579,0.171171171,,8.8,8.5,8.8,50.4,2928.429632,0.647518258,1896.211654,146.38,432.87,579.97,1316.241654,69.41427932,1140,36mo,3.15,5.26,5.2,4.55,77.0580042,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M294,C,Mature_forest,189,5,7218,18mo,Castanopsis_mekongensis,up,No,UpDown,Yes,Yes,Yes,,7218,12/11/2011,0.751553444,0.746104098,Coll_4,13/06/2013,0.214765101,0.526501767,,9.3,9.5,10.4,51.4,3738.549339,0.647518258,2420.778956,161.25,887.77,1050.36,1370.418956,56.61066049,579,18mo,4.39,4,3.76,4.82,29.4332028,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD127,C,Open_land,207,9,7217,18mo,Castanopsis_mekongensis,down,No,Down,,Yes,Yes,Yes,7217,11/11/2011,0.751553444,0.746104098,Coll_4,15/06/2013,0.210762332,0.515011547,,8.8,9.4,8.8,49.8,3313.639199,0.647518258,2145.641882,166.95,869.51,1037.52,1108.121882,51.64523918,582,18mo,5.62,5.35,4.92,4.48,30.9732317,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD140,C,Mature_forest,214,7,7223,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7223,13/11/2011,0.751553444,0.746104098,Coll_4,28/05/2013,0.686046512,0.702997275,,9,8.8,8.9,52.4,3223.592242,0.647518258,2087.334833,228.65,1104.93,1335.16,752.1748332,36.03517851,562,18mo,4.99,5.24,4.9,4.15,5.7775883,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD160,C,Regenerating_forest,234,7,7225,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7225,13/11/2011,0.751553444,0.746104098,Coll_4,28/05/2013,0.385185185,0.567226891,,11,11.5,11.7,50,5150.183575,0.647518258,3334.837897,236.01,1750.86,1988.34,1346.497897,40.37671211,562,18mo,8.57,8.33,9.65,8.97,23.9748325,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD107,C,Mature_forest,189,3,7219,18mo,Castanopsis_mekongensis,down,No,Down,,,,Yes,7219,12/11/2011,0.751553444,0.746104098,Coll_4,13/06/2013,0.195121951,0.427083333,,8.8,8.5,8.8,50.4,2928.429632,0.647518258,1896.211654,146.38,432.87,579.97,1316.241654,69.41427932,579,18mo,3.15,5.26,5.2,4.55,42.7582111,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
88,C,Mature_forest,189,5,7218,36mo,Castanopsis_mekongensis,down,No,PilotSample,Yes,,Yes,,7218,12/11/2011,0.751553444,0.746104098,Coll_6,26/12/2014,1.024,0.206896552,,9.3,9.5,10.4,51.4,3738.549339,0.647518258,2420.778956,161.25,887.77,1050.36,1370.418956,56.61066049,1140,36mo,4.39,4,3.76,4.82,72.2697474,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD355,C,Mature_forest,189,5,7218,36mo,Castanopsis_mekongensis,up,No,Down,,Yes,Yes,,7218,12/11/2011,0.751553444,0.746104098,Coll_6,26/12/2014,0.57037037,0.372413793,,9.3,9.5,10.4,51.4,3738.549339,0.647518258,2420.778956,161.25,887.77,1050.36,1370.418956,56.61066049,1140,36mo,4.39,4,3.76,4.82,50.0855452,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD126,C,Open_land,207,7,7221,18mo,Castanopsis_mekongensis,down,No,Down,,,,,7221,11/11/2011,0.751553444,0.746104098,Coll_4,15/06/2013,0.244755245,0.54789272,,9,9,9,50.4,3206.309816,0.647518258,2076.144147,NA,NA,NA,NA,NA,582,18mo,4.04,3.38,5.15,4.2,26.5661827,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M301,D,Open_land,207,5,7226,18mo,Castanopsis_mekongensis,down,No,UpDown,Yes,Yes,Yes,,7226,11/11/2011,0.913873995,0.714593611,Coll_4,15/06/2013,0.329032258,0.690423163,,9.8,10.5,10.3,50,4209.276471,0.619035765,2605.692679,197.46,1350.12,1548.72,1056.972679,40.56398084,582,18mo,5.55,4.2,6.51,11.14,3.3824047,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MDH358,D,Mature_forest,189,1,7230,36mo,Castanopsis_mekongensis,up,No,OpenMature,,Yes,Yes,,7230,12/11/2011,0.913873995,0.714593611,Coll_6,26/12/2014,0.281794872,0.351351351,,10.7,11,10.8,49.2,4605.627174,0.619035765,2851.047939,267.84,1197.58,1467.16,1383.887939,48.53962363,1140,36mo,5.87,8.99,10.83,7.18,50.8320048,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MD358,D,Mature_forest,189,1,7230,36mo,Castanopsis_mekongensis,down,No,Down,,Yes,Yes,Yes,7230,12/11/2011,0.913873995,0.714593611,Coll_6,26/12/2014,0.509135802,0.6328125,,10.7,11,10.8,49.2,4605.627174,0.619035765,2851.047939,267.84,1197.58,1467.16,1383.887939,48.53962363,1140,36mo,5.87,8.99,10.83,7.18,11.4444224,1,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
M302,D,Open_land,207,5,7226,18mo,Castanopsis_mekongensis,up,No,UpDown,Yes,Yes,Yes,,7226,11/11/2011,0.913873995,0.714593611,Coll_4,15/06/2013,0.335064935,0.714285714,,9.8,10.5,10.3,50,4209.276471,0.619035765,2605.692679,197.46,1350.12,1548.72,1056.972679,40.56398084,582,18mo,5.55,4.2,6.51,11.14,0.043087,0,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
MDH110,D,Mature_forest,189,9,7228,18mo,Castanopsis_mekongensis,up,No,OpenMature,,Yes,Yes,,7228,12/11/2011,0.913873995,0.714593611,Coll_4,13/06/2013,0.262711864,0.776315789,,10.7,10.3,10.3,50.2,4238.007386,0.619035765,2623.478143,326.23,1385.5,1713.99,909.4881429,34.66726587,579,18mo,NA,NA,NA,NA,NA,NA,47.36666667,2.916666667,0.063333333,1.163333333,24.18333333,53.24333333,15.47666667,0.336666667,76.12,16.3381844,8.278215451,0.510665353,47.4,5.76,0.28,2.02,25.46,44.27,9.58,0.32,1.28,8.229166667,4.420138889,0.537130802
