SampleID,Chao1,se.chao1,Shannon,Chao1_strict_sqrt,Tree,Forest,Plot,Subplot,Wood_log_ID,Time,Species,Position,Tag_nb,Installment_date,Water_cont_ini,WSG_ini,Coll_No,Coll_date,Water_cont_later,WSG_later,Remarks,W_density,Per_WSG_loss,Termi.assum,Blue_Staining,Brown_Rot,Hypogeous,Poisonous,Soft_Rot,Soft_Rot.fungus_Seehann_et_al_1975.,White_Rot,Unassigned,Pathogen.Saprotroph.Symbiotroph,Pathotroph,Pathotroph.Saprotroph,Pathotroph.Saprotroph.Symbiotroph,Pathotroph.Symbiotroph,Saprotroph,Saprotroph.Pathotroph.Symbiotroph,Saprotroph.Symbiotroph,Symbiotroph
MD225,366.3103448,13.9339206,3.819803785,19.13923574,2,Regenerating_forest,381,1,7117,18mo,Litsea_cubeba,down,7117,27/10/2011,0.63105268,0.479873823,Coll_4,22/06/2013,0.766423358,0.419601838,,0.436739315,12.5599652,0,0,1,0,0,2032,0,629,2571,87,725,1191,773,14,4785,0,5,70
MD226,193.6190476,24.33201051,1.796591575,13.91470616,E,Regenerating_forest,381,7,7235,18mo,Castanopsis_mekongensis,down,7235,27/10/2011,0.689670932,0.715406749,Coll_4,22/06/2013,0.209944751,0.611486486,,0.616650696,14.5260388,0,1,1,0,0,20,0,25,5744,0,57,14,7,1,214,0,12,4
MD227,178.3,24.89514658,3.585214729,13.35290231,L,Regenerating_forest,381,3,7284,18mo,Castanopsis_mekongensis,down,7284,27/10/2011,0.792959296,0.734159835,Coll_4,22/06/2013,0.535211268,0.525925926,,0.628239685,28.363566,1,0,0,0,0,31,0,3,605,6,12,5,4,61,229,0,65,10
MD229,97.11111111,7.188263361,1.452384432,9.854496999,N,Regenerating_forest,381,9,7297,18mo,Castanopsis_mekongensis,down,7297,27/10/2011,0.687241094,0.69415689,Coll_4,22/06/2013,0.631178707,0.662468514,,0.588120645,4.5650164,0,0,0,0,0,43,0,31,4165,4,27,69,51,7,956,0,60,1
MD23,283.5769231,15.99430506,2.964457758,16.83974237,16,Regenerating_forest,58,7,7316,18mo,Litsea_cubeba,down,7316,05/11/2011,1.200681721,0.395367446,Coll_4,30/05/2013,NA,NA,gone,0.359211785,21.8378293,1,0,0,0,22,234,0,1,7935,0,1435,812,1361,2740,17515,0,2,400
MD230,195.375,10.55566764,2.767550572,13.97766075,N,Regenerating_forest,381,1,7402,18mo,Castanopsis_mekongensis,down,7402,27/10/2011,0.687241094,0.69415689,Coll_4,22/06/2013,0.458333333,0.705882353,,0.588120645,19.23127715,0,0,0,0,0,42,0,715,4418,14,127,10,568,10,2830,0,10,15
MD231,45,9.251156697,0.129264536,6.708203932,2,Open_land,382,1,7113,18mo,Litsea_cubeba,down,7113,27/10/2011,0.63105268,0.479873823,Coll_4,21/06/2013,0.243243243,0.331838565,,0.436739315,30.8487879,0,0,0,0,0,5,0,7690,28,3,1,3,2,2,7747,0,0,0
MD232,495.3220339,33.64879417,2.549080238,22.25583146,2,Open_land,382,9,7114,18mo,Litsea_cubeba,down,7114,27/10/2011,0.63105268,0.479873823,Coll_4,21/06/2013,1.805147059,0.34085213,,0.436739315,28.9704679,0,0,0,0,0,2252,0,415,2173,2178,168,131,1586,575,9008,0,10,227
MD233,319.1111111,20.81578377,3.273337699,17.86368134,3,Open_land,382,3,7126,18mo,Litsea_cubeba,down,7126,27/10/2011,0.667748817,0.390276571,Coll_4,21/06/2013,1.057142857,0.234899329,,0.352562216,39.8120855,0,0,0,0,0,935,0,295,4904,20,229,1009,332,31,1809,0,53,413
MD234,481.4897959,40.28829082,2.200807769,21.94287574,3,Open_land,382,7,7120,18mo,Litsea_cubeba,down,7120,27/10/2011,0.667748817,0.390276571,Coll_4,21/06/2013,0.357664234,0.254174397,,0.352562216,34.8732627,0,24,0,1,0,51,0,84,1870,22,300,29,99,51,7715,0,540,51
MD236,247.2142857,12.0494167,3.869295958,15.7230495,N,Open_land,382,1,7296,18mo,Castanopsis_mekongensis,down,7296,27/10/2011,0.687241094,0.69415689,Coll_4,21/06/2013,0.28957529,0.764011799,,0.588120645,14.49203328,1,0,42,0,0,279,0,1627,6257,68,594,308,556,2514,7504,0,160,481
MD238,315.0344828,19.2926748,2.562152694,17.74921076,N,Open_land,382,7,7299,18mo,Castanopsis_mekongensis,down,7299,27/10/2011,0.687241094,0.69415689,Coll_4,21/06/2013,0.444,0.574712644,,0.588120645,17.2070965,0,240,11,9,0,57,14,92,8721,0,411,31,139,31,4808,0,125,1015
MD239,232.4736842,11.58458935,2.22470295,15.24708773,N,Open_land,382,3,7401,18mo,Castanopsis_mekongensis,down,7401,27/10/2011,0.687241094,0.69415689,Coll_4,21/06/2013,0.378378378,0.606557377,,0.588120645,12.6195554,0,0,8,14,0,149,0,16016,2273,0,324,133,60,6,16997,0,79,84
MD24,333.4054054,9.838576105,2.800301924,18.25939225,16,Regenerating_forest,58,9,7314,18mo,Litsea_cubeba,down,7314,05/11/2011,1.200681721,0.395367446,Coll_4,30/05/2013,0.833333333,0.246376812,,0.359211785,37.6840925,1,0,0,0,0,257,0,34,14173,0,985,298,403,37,16902,0,51,253
MD240,181.4,6.955343911,0.818103759,13.46848173,N,Open_land,382,9,7298,18mo,Castanopsis_mekongensis,down,7298,27/10/2011,0.687241094,0.69415689,Coll_4,21/06/2013,0.330769231,0.600461894,,0.588120645,13.4976685,0,0,0,0,0,83,0,76,22565,24,65,43,88,13,632,0,58,64
MD241,248.78125,12.94447727,2.759225652,15.77280096,11,Mature_forest,398,9,7173,18mo,Litsea_cubeba,down,7173,30/10/2011,0.562187613,0.452207809,Coll_4,12/06/2013,1.780821918,0.382867133,,0.41222491,15.3338077,0,1,1,0,0,380,0,23,12055,25,220,7277,1431,6756,13958,0,38,7
MD242,469.4925373,18.48541439,3.232249277,21.66777647,11,Mature_forest,398,3,7177,18mo,Litsea_cubeba,down,7177,30/10/2011,0.562187613,0.452207809,Coll_4,12/06/2013,1.209677419,0.25,,0.41222491,44.7156827,0,0,6,0,0,163,1,28,11673,4,3140,3880,4426,2501,13083,0,16,638
MD246,252.5882353,6.937389538,3.256019281,15.89302474,L,Mature_forest,398,9,7280,18mo,Castanopsis_mekongensis,down,7280,30/10/2011,0.792959296,0.734159835,Coll_4,12/06/2013,1.180327869,0.471649485,,0.628239685,35.7565667,0,0,0,0,0,43,0,134,11795,2,225,48,126,6,6041,0,39,188
MD249,157,13.81648585,1.785731155,12.52996409,L,Mature_forest,398,3,7279,18mo,Castanopsis_mekongensis,down,7279,30/10/2011,0.792959296,0.734159835,Coll_4,12/06/2013,1.218461538,0.521669342,,0.628239685,28.9433558,0,11,0,0,0,121,0,2,13543,8,4058,157,1950,49,963,0,89,10
MD25,247.7142857,8.507088099,3.223478674,15.7389417,6,Regenerating_forest,58,3,7150,18mo,Litsea_cubeba,down,7150,05/11/2011,0.555765033,0.439224232,Coll_4,30/05/2013,1.254746835,0.403318443,,0.40114636,8.1748197,1,0,8,0,1,4722,0,6,12063,0,4115,374,332,37,11823,0,91,8
MD253,363,14.60136406,2.792131996,19.05255888,13,Mature_forest,404,1,7188,18mo,Litsea_cubeba,down,7188,16/11/2011,0.889346725,0.423769508,Coll_4,20/06/2013,1.632911392,0.344978166,,0.385014543,18.5929711,0,35,11,0,0,32,0,310,20046,1,714,66,411,602,9221,0,260,74
MD254,451.6111111,16.50681833,3.202625716,21.25114376,13,Mature_forest,404,7,7196,18mo,Litsea_cubeba,down,7196,16/11/2011,0.889346725,0.423769508,Coll_4,20/06/2013,1.366666667,0.454545455,,0.385014543,24.5421306,0,0,1,0,0,131,0,18,22429,5,2861,547,622,2144,8702,0,79,369
MD255,290.6756757,13.81667367,3.190783985,17.04921334,14,Mature_forest,404,9,7305,18mo,Litsea_cubeba,down,7305,16/11/2011,1.329788139,0.413067163,Coll_4,20/06/2013,1.912162162,0.347826087,,0.371073154,15.7943022,0,0,0,0,2,70,0,36,7361,0,1642,28,595,790,9501,0,31,87
MD256,320.0434783,18.80871324,3.359881599,17.88975903,B,Mature_forest,404,7,7211,18mo,Castanopsis_mekongensis,down,7211,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.433460076,0.618823529,,0.649394405,21.6137898,0,19,0,0,0,355,0,60,6518,0,403,7,1651,75,6390,0,3475,184
MD257,234.5714286,21.191326,2.258496051,15.31572488,B,Mature_forest,404,1,7212,18mo,Castanopsis_mekongensis,down,7212,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.515873016,0.565022422,,0.649394405,28.4287617,0,67,0,0,0,240,0,1690,13817,0,461,350,241,107,8555,0,1680,4
MD258,220.6071429,7.929826265,3.445020667,14.85284965,B,Mature_forest,404,9,7214,18mo,Castanopsis_mekongensis,down,7214,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.262686567,0.610200364,,0.649394405,22.7060838,0,5,0,0,0,220,0,0,5274,0,612,21,32,30,1851,0,26,0
MD259,320.9032258,5.01679399,3.230827501,17.91377196,B,Mature_forest,404,5,7216,18mo,Castanopsis_mekongensis,down,7216,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.352760736,0.629343629,,0.649394405,20.2812115,0,9,0,0,0,5439,0,68,8298,1,584,5362,317,306,4191,208,358,147
MD26,171,10.65598237,2.516515725,13.07669683,K,Regenerating_forest,58,7,7275,18mo,Castanopsis_mekongensis,down,7275,05/11/2011,0.665795126,0.768441447,Coll_4,30/05/2013,0.221374046,0.555084746,,0.658205286,27.7648612,1,2,0,0,0,219,0,3997,6774,0,92,65,827,35,6046,0,10862,60
MD260,60,7.109559292,0.737977002,7.745966692,B,Mature_forest,404,3,7213,18mo,Castanopsis_mekongensis,down,7213,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.357142857,0.746666667,,0.649394405,5.4199338,0,0,0,0,0,38,0,0,16216,0,27,20,41,0,296,0,3,18
MD261,478.6363636,21.56808048,4.105945651,21.87775957,13,Regenerating_forest,405,5,7197,18mo,Litsea_cubeba,down,7197,16/11/2011,0.889346725,0.423769508,Coll_4,20/06/2013,0.235849057,0.348684211,,0.385014543,17.7184284,0,5,0,0,0,743,0,2194,10520,4,3235,36,27,274,8407,526,18,3289
MD262,213.5357143,6.490619913,2.371823454,14.61286126,13,Regenerating_forest,405,9,7195,18mo,Litsea_cubeba,down,7195,16/11/2011,0.889346725,0.423769508,Coll_4,20/06/2013,1.222222222,0.277777778,,0.385014543,34.4507397,0,0,50,0,0,12,0,21,22796,0,461,968,1911,312,7154,0,25,28
MD263,386.0185185,14.33599901,2.662256807,19.64735398,13,Regenerating_forest,405,3,7191,18mo,Litsea_cubeba,down,7191,16/11/2011,0.889346725,0.423769508,Coll_4,20/06/2013,0.683333333,0.283018868,,0.385014543,33.2139612,0,0,0,0,0,59,0,11039,7054,7,3306,67,59,2805,14404,0,30,315
MD264,311.8484848,17.78297443,3.313836168,17.65923228,13,Regenerating_forest,405,7,7194,18mo,Litsea_cubeba,down,7194,16/11/2011,0.889346725,0.423769508,Coll_4,20/06/2013,2.98206278,0.240043057,,0.385014543,43.3552786,0,0,0,0,0,118,0,55,6289,1,486,219,329,349,14700,2,33,17
MD265,327.4,5.999279981,3.541391529,18.09419797,13,Regenerating_forest,405,1,7189,18mo,Litsea_cubeba,down,7189,16/11/2011,0.889346725,0.423769508,Coll_4,20/06/2013,4.879120879,0.228070175,,0.385014543,46.1806072,0,31,0,0,0,62,0,1516,16473,1,207,118,59,200,3345,0,112,113
MD266,90.33333333,15.06904145,1.052402629,9.504384953,B,Regenerating_forest,405,3,7215,18mo,Castanopsis_mekongensis,down,7215,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.234177215,0.51465798,,0.649394405,34.8084119,0,0,0,26,0,1054,0,17935,1430,0,920,71,12,10,19701,0,0,42
MD267,153.6666667,7.512324323,2.716954175,12.39623599,B,Regenerating_forest,405,9,7210,18mo,Castanopsis_mekongensis,down,7210,16/11/2011,0.872791751,0.789454583,Coll_4,20/06/2013,0.306930693,0.537234043,,0.649394405,31.9487082,0,0,0,0,0,135,0,74,10459,0,125,330,57,82,3547,0,131,21
MD268,374.7777778,23.19178065,3.338486832,19.35917813,H,Regenerating_forest,405,1,7252,18mo,Castanopsis_mekongensis,down,7252,16/11/2011,0.643164529,0.784163343,Coll_4,20/06/2013,0.474885845,0.620396601,,0.66598153,20.884264,0,200,0,0,0,810,0,71,6282,8,2015,672,94,104,8910,0,106,138
MD269,148.3333333,10.24548065,1.9440167,12.17921727,H,Regenerating_forest,405,5,7256,18mo,Castanopsis_mekongensis,down,7256,16/11/2011,0.643164529,0.784163343,Coll_4,20/06/2013,0.620689655,0.642857143,,0.66598153,18.0199956,0,0,4,0,0,13,0,6026,336,0,118,15,308,3,6419,0,15,24
MD27,268,6.657697636,3.071371918,16.37070554,K,Regenerating_forest,58,3,7278,18mo,Castanopsis_mekongensis,down,7278,05/11/2011,0.665795126,0.768441447,Coll_4,30/05/2013,0.482758621,0.745884774,,0.658205286,2.9353795,1,36,0,0,0,370,0,5,12326,0,693,573,610,95,3692,0,468,78
MD270,315.5625,11.71832326,3.190658398,17.76407892,H,Regenerating_forest,405,7,7253,18mo,Castanopsis_mekongensis,down,7253,16/11/2011,0.643164529,0.784163343,Coll_4,20/06/2013,0.82078853,0.683823529,,0.66598153,12.7957797,0,1302,0,38,0,1231,0,32,13803,11,1696,42,128,50,8371,0,27,508
MD276,488.3387097,16.95438287,2.860158366,22.09838704,J,Regenerating_forest,7,7,7270,36mo,Castanopsis_mekongensis,down,7270,06/11/2011,0.687076644,0.853662979,Coll_6,10/12/2014,0.867222222,0.295081967,,0.725552417,65.4334351,1,0,36,0,0,309,0,633,14457,83,727,367,3549,6990,4904,0,113,2766
MD277,230.04,17.78737891,2.501737478,15.16706959,J,Regenerating_forest,7,9,7269,36mo,Castanopsis_mekongensis,down,7269,06/11/2011,0.687076644,0.853662979,Coll_6,10/12/2014,0.915625,0.516129032,,0.725552417,39.5394851,1,0,0,0,0,210,0,434,14605,0,8,17,915,43,11961,0,68,190
MD278,174.5454545,15.53467686,2.387868025,13.21156518,J,Regenerating_forest,7,3,7272,36mo,Castanopsis_mekongensis,down,7272,06/11/2011,0.687076644,0.853662979,Coll_6,10/12/2014,0.671372549,0.443478261,,0.725552417,48.0499598,1,0,26,0,0,910,0,8649,11927,0,631,276,98,518,12576,0,48,24
MD279,243.3333333,13.49201554,3.501253322,15.59914528,J,Regenerating_forest,7,1,7271,36mo,Castanopsis_mekongensis,down,7271,06/11/2011,0.687076644,0.853662979,Coll_6,10/12/2014,0.22547619,0.763636364,,0.725552417,10.54592,1,7,87,0,0,628,0,67,9359,0,272,514,2171,433,11924,0,83,552
MD28,319,15.00976188,4.448930398,17.8605711,K,Regenerating_forest,58,1,7277,18mo,Castanopsis_mekongensis,down,7277,05/11/2011,0.665795126,0.768441447,Coll_4,30/05/2013,0.361607143,0.575835476,,0.658205286,25.0644954,0,4,43,12,0,2142,0,259,3946,0,606,256,1527,255,6203,0,652,173
MD280,280,17.97765764,3.215416318,16.73320053,15,Regenerating_forest,49,7,7307,36mo,Litsea_cubeba,down,7307,07/11/2011,0.890905599,0.415838026,Coll_6,07/01/2015,1.768421053,0.274566474,,0.373815336,33.9727353,1,0,325,0,0,2396,0,1525,6244,2,66,46,6640,74,7681,0,1192,2508
MD282,227.2068966,5.957196491,2.89863016,15.07338371,20,Regenerating_forest,49,1,7334,36mo,Litsea_cubeba,down,7334,07/11/2011,1.238329238,0.381756361,Coll_6,07/01/2015,3.433333333,0.236220472,,0.345996493,38.1227146,1,0,3,0,0,149,0,220,8257,0,172,15,1119,5092,16033,0,274,3868
MD283,144.1428571,11.52493941,1.451537657,12.00595091,F,Regenerating_forest,49,1,7243,36mo,Castanopsis_mekongensis,down,7243,07/11/2011,0.913826545,0.753916858,Coll_6,07/01/2015,1.276515152,0.46975089,,0.629019608,37.6919504,1,0,0,0,0,548,0,43,16971,0,2,5,2435,40,4597,0,0,106
MD285,229,18.36246551,2.719708128,15.13274595,F,Regenerating_forest,49,7,7241,36mo,Castanopsis_mekongensis,down,7241,07/11/2011,0.913826545,0.753916858,Coll_6,07/01/2015,1.044,0.501002004,,0.629019608,33.5467832,1,33,0,0,0,256,0,244,2738,0,1043,114,9486,13,8188,0,193,318
MD287,425.7333333,19.87048314,3.512283851,20.63330641,J,Regenerating_forest,49,3,7268,36mo,Castanopsis_mekongensis,down,7268,07/11/2011,0.687076644,0.853662979,Coll_6,07/01/2015,0.304347826,0.958333333,,0.725552417,15.8040096,0,190,7,0,0,154,0,1925,13561,4,930,21,4492,1553,7726,0,2775,568
MD29,431.3636364,16.85736294,4.205924229,20.76929552,K,Regenerating_forest,58,9,7274,18mo,Castanopsis_mekongensis,down,7274,05/11/2011,0.665795126,0.768441447,Coll_4,30/05/2013,0.272727273,0.597826087,,0.658205286,22.2027795,0,33,1,0,0,2182,0,107,3332,5,368,163,1237,280,8031,0,464,1213
MD291,199.2,11.0526443,1.699617514,14.11382301,K,Regenerating_forest,58,7,7275,36mo,Castanopsis_mekongensis,down,7275,05/11/2011,0.665795126,0.768441447,Coll_6,13/12/2014,0.844230769,0.317073171,,0.658205286,58.7381482,1,0,71,0,0,261,0,18949,1457,0,229,7,484,459,20111,0,3,14
MD292,82.66666667,4.490670226,1.644498019,9.092121131,K,Regenerating_forest,58,3,7278,36mo,Castanopsis_mekongensis,down,7278,05/11/2011,0.665795126,0.768441447,Coll_6,13/12/2014,0.492758621,0.610526316,,0.658205286,20.5500538,1,0,0,0,0,19,0,0,24758,0,421,128,1979,1025,4404,0,30,25
MD293,193.05,12.68022424,2.760977814,13.89424341,K,Regenerating_forest,58,1,7277,36mo,Castanopsis_mekongensis,down,7277,05/11/2011,0.665795126,0.768441447,Coll_6,13/12/2014,0.88425,0.43956044,,0.658205286,42.7984472,1,0,0,0,0,196,0,3725,1939,0,50,9,1126,22,5869,0,4232,295
MD294,223.5454545,43.19780251,2.546489217,14.95143654,K,Regenerating_forest,58,9,7274,36mo,Castanopsis_mekongensis,down,7274,05/11/2011,0.665795126,0.768441447,Coll_6,13/12/2014,0.858703704,0.282722513,,0.658205286,63.2083207,1,0,3,0,0,39,0,2,6188,0,40,2249,1776,35,1784,0,41,300
MD298,255.125,16.81336329,3.38191069,15.97263284,M,Mature_forest,75,9,7288,36mo,Castanopsis_mekongensis,down,7288,01/11/2011,0.811723304,0.715533522,Coll_6,09/12/2014,0.481111111,0.580645161,,0.600673801,18.8514384,1,0,0,0,0,177,0,177,4915,0,86,2,637,68,3224,0,4478,1012
MD299,201.8076923,15.46795991,2.08763977,14.20590343,M,Mature_forest,75,3,7290,36mo,Castanopsis_mekongensis,down,7290,01/11/2011,0.811723304,0.715533522,Coll_6,09/12/2014,0.745652174,0.450980392,,0.600673801,36.9728492,1,0,0,0,0,83,0,3332,647,0,52,104,286,29,14553,0,202,411
MD3,193.5,5.412938122,2.542921358,13.91042774,15,Regenerating_forest,7,7,7310,18mo,Litsea_cubeba,down,7310,06/11/2011,0.890905599,0.415838026,Coll_4,31/05/2013,0.355555556,0.370879121,,0.373815336,10.8116387,1,0,0,0,31,574,0,41,3413,132,2148,729,828,11467,10070,0,4,70
MD301,87.86666667,9.288553145,1.284106963,9.373722135,M,Mature_forest,75,7,7289,36mo,Castanopsis_mekongensis,down,7289,01/11/2011,0.811723304,0.715533522,Coll_6,09/12/2014,0.6908,0.490196078,,0.600673801,31.4922274,1,0,0,0,0,228,0,5,19161,0,75,0,22,1,334,0,5,2
MD302,186.2727273,15.37726076,2.767727766,13.6481767,N,Mature_forest,75,1,7292,36mo,Castanopsis_mekongensis,down,7292,01/11/2011,0.687241094,0.69415689,Coll_6,09/12/2014,0.937419355,0.5,,0.588120645,27.970174,1,12,0,0,0,69,0,2,3202,0,3698,1318,853,39,12882,0,1430,1094
MD303,269.0322581,21.57678351,2.29874468,16.40220284,11,Regenerating_forest,83,9,7172,36mo,Litsea_cubeba,down,7172,05/11/2011,0.562187613,0.452207809,Coll_6,13/12/2014,1.248055556,0.391304348,,0.41222491,13.4680251,1,0,0,0,0,152,0,148,2995,0,610,10,187,3765,10431,0,206,108
MD308,368.5,18.0557296,3.240094836,19.19635382,A,Regenerating_forest,83,7,7200,36mo,Castanopsis_mekongensis,down,7200,05/11/2011,0.752907305,0.613854524,Coll_6,13/12/2014,0.293,0.442477876,,0.536089338,27.9181209,1,1,3,0,0,81,0,40,18000,0,119,6966,189,22,3488,0,3441,1639
MD309,174,6.560275948,1.560014597,13.19090596,A,Regenerating_forest,83,7,7201,36mo,Castanopsis_mekongensis,down,7201,05/11/2011,0.752907305,0.613854524,Coll_6,13/12/2014,1.409565217,0.328571429,,0.536089338,46.474056,1,0,0,0,0,151,0,6,19595,0,24,9,373,42,11615,0,56,1247
MD31,162.0714286,9.95547468,2.134372345,12.73072773,21,Mature_forest,75,7,7339,18mo,Litsea_cubeba,down,7339,01/11/2011,1.353644538,0.369438456,Coll_4,26/05/2013,1.195286195,0.294059406,,0.342271552,20.4036826,1,0,15,0,0,1650,0,53,5080,0,183,4,15557,985,9030,0,83,38
MD311,130.6153846,8.646124647,1.040630323,11.42870879,I,Regenerating_forest,83,9,7263,36mo,Castanopsis_mekongensis,down,7263,05/11/2011,0.675116207,0.735280715,Coll_6,13/12/2014,2.102777778,0.206896552,,0.626674952,71.861556,1,0,0,0,0,44,0,39,21253,0,22,1,1375,2267,421,0,66,328
MD313,335,21.37652757,3.051931536,18.30300522,5,Regenerating_forest,90,9,7142,36mo,Litsea_cubeba,down,7142,01/11/2011,0.541792331,0.467354644,Coll_6,09/12/2014,1.107083333,0.155844156,,0.424430831,66.6539837,1,0,0,0,0,136,0,314,11151,0,76,83,173,1171,10254,0,244,601
MD314,221.3913043,12.01416396,2.436395706,14.87922392,5,Regenerating_forest,90,1,7134,36mo,Litsea_cubeba,down,7134,01/11/2011,0.541792331,0.467354644,Coll_6,09/12/2014,1.952641509,0.392592593,,0.424430831,15.9968563,1,0,0,2,0,480,0,85,4274,0,51,68,1524,5346,13438,0,299,1887
MD316,171.3333333,19.80419839,1.823956591,13.08943594,J,Regenerating_forest,90,1,7266,36mo,Castanopsis_mekongensis,down,7266,01/11/2011,0.687076644,0.853662979,Coll_6,09/12/2014,1.376571429,0.5,stream,0.725552417,41.4288762,1,0,0,0,0,283,0,250,769,0,422,283,3768,562,17756,0,17,20
MD318,161.2727273,15.37707416,2.681181434,12.69931995,J,Regenerating_forest,90,3,7265,36mo,Castanopsis_mekongensis,down,7265,01/11/2011,0.687076644,0.853662979,Coll_6,09/12/2014,1.033225806,0.436619718,,0.725552417,48.8533848,0,0,2,0,0,74,0,1690,2065,0,11,451,15,39,4375,0,8,269
MD32,292.3947368,17.01426709,2.884143272,17.0995537,5,Mature_forest,75,1,7137,18mo,Litsea_cubeba,down,7137,01/11/2011,0.541792331,0.467354644,Coll_4,26/05/2013,1.060240964,0.316793893,,0.424430831,32.2155247,1,0,16,0,0,3030,0,639,12951,0,1243,4768,152,270,6245,0,855,14
MD320,175,15.46780294,3.30455446,13.22875656,T,Regenerating_forest,90,7,7439,36mo,Castanopsis_mekongensis,down,7439,01/11/2011,0.802478179,0.801869708,Coll_6,09/12/2014,1.625,0.266666667,,0.659859836,66.7443895,1,2,22,0,0,309,0,2360,1335,0,580,7,324,2,6396,0,310,55
MD322,222.75,37.32623002,3.260736306,14.92481156,20,Mature_forest,107,1,7338,36mo,Litsea_cubeba,down,7338,08/11/2011,1.238329238,0.381756361,Coll_6,24/12/2014,0.532424242,0.272727273,,0.345996493,28.5598615,1,0,0,0,0,111,0,346,491,0,72,0,78,23,642,0,2,70
MD323,455.6304348,37.91728898,4.045520975,21.34550151,20,Mature_forest,107,3,7337,36mo,Litsea_cubeba,down,7337,08/11/2011,1.238329238,0.381756361,Coll_6,24/12/2014,1.573333333,0.2,,0.345996493,47.6105652,1,24,0,0,0,154,0,1,2472,1,81,23,861,341,1784,0,33,36
MD324,263.4054054,20.13939181,3.241452429,16.22976911,G,Mature_forest,107,1,7244,36mo,Castanopsis_mekongensis,down,7244,08/11/2011,0.753598929,0.764769891,Coll_6,24/12/2014,0.612777778,0.375,,0.644966262,50.9656428,1,0,2,0,0,25,0,285,3684,0,83,24,1126,152,2694,0,49,430
MD325,101,13.8152454,2.088266881,10.04987562,G,Mature_forest,107,7,7248,36mo,Castanopsis_mekongensis,down,7248,08/11/2011,0.753598929,0.764769891,Coll_6,24/12/2014,0.893333333,0.548076923,,0.644966262,28.3344009,1,0,0,0,0,33,0,2325,2291,0,1358,8,1490,2,4602,0,0,20
MD326,36.14285714,4.647516735,0.726880475,6.011892975,G,Mature_forest,107,9,7246,36mo,Castanopsis_mekongensis,down,7246,08/11/2011,0.753598929,0.764769891,Coll_6,24/12/2014,0.836086957,0.270588235,,0.644966262,64.6183461,1,0,0,0,0,2,0,14,7406,0,0,3,17,0,46,0,10,3
MD327,157.047619,18.05020306,2.953311041,12.53186415,G,Mature_forest,107,3,7247,36mo,Castanopsis_mekongensis,down,7247,08/11/2011,0.753598929,0.764769891,Coll_6,24/12/2014,0.49575,0.37037037,,0.644966262,51.5710052,1,0,0,0,0,27,0,29,742,0,44,5,221,5,446,0,63,22
MD329,109.1818182,8.586170773,2.290482099,10.44901039,6,Open_land,119,3,7145,36mo,Litsea_cubeba,down,7145,02/11/2011,0.555765033,0.439224232,Coll_6,08/01/2015,NA,NA,eaten,0.40114636,21.8112811,1,0,52,0,0,676,0,28,4251,0,7,19,18,6,1977,0,18,7
MD33,313.037037,15.38160797,3.096702869,17.69285271,5,Mature_forest,75,3,7140,18mo,Litsea_cubeba,down,7140,01/11/2011,0.541792331,0.467354644,Coll_4,26/05/2013,0.715686275,0.434968017,,0.424430831,6.9297754,1,0,0,0,0,1213,0,342,9494,0,1980,717,1516,5873,2845,0,73,111
MD330,293,22.16126927,2.350913883,17.11724277,I,Open_land,119,1,7259,36mo,Castanopsis_mekongensis,down,7259,02/11/2011,0.675116207,0.735280715,Coll_6,08/01/2015,0.16,0.406504065,,0.626674952,44.7144394,1,0,79,0,0,1519,0,11,10427,1,49,61,330,15,3936,0,521,8
MD331,216.84375,14.65942517,2.994696048,14.72561544,I,Open_land,119,7,7257,36mo,Castanopsis_mekongensis,down,7257,02/11/2011,0.675116207,0.735280715,Coll_6,08/01/2015,0.25974026,0.43258427,,0.626674952,41.1674669,1,0,13,0,0,446,0,694,6895,0,8,16,104,8,6212,0,665,266
MD331A,136,24.10437017,2.201784933,11.66190379,I,Open_land,119,5,7258,36mo,Castanopsis_mekongensis,down,7258,02/11/2011,0.675116207,0.735280715,Coll_6,08/01/2015,NA,NA,lost,0.626674952,45.82470995,0,4,2,0,0,31,0,1,4281,0,343,3,867,35,1431,0,8,89
MD332,126.0714286,12.78440616,1.493021731,11.22815339,I,Open_land,119,9,7261,36mo,Castanopsis_mekongensis,down,7261,02/11/2011,0.675116207,0.735280715,Coll_6,08/01/2015,0.146341463,0.35042735,,0.626674952,52.3410116,1,0,18,0,0,478,1,2236,8955,0,75,22,19,116,3823,0,285,91
MD336,166.75,18.8040495,1.933606204,12.91317157,1,Open_land,126,9,7105,36mo,Litsea_cubeba,down,7105,29/10/2011,0.606288944,0.456626745,Coll_6,08/01/2015,0.794871795,0.40625,,0.413048032,11.0323685,1,0,0,0,3,114,0,63,5904,0,464,1,106,62,1874,0,66,42
MD337,163.8823529,8.210941671,2.185670756,12.8016543,P,Open_land,126,7,7411,36mo,Castanopsis_mekongensis,down,7411,29/10/2011,0.719871068,0.834520548,Coll_6,08/01/2015,0.823943662,0.6367713,,0.670039595,23.6961507,1,0,0,0,0,1139,0,170,10269,10,119,122,73,93,1828,0,0,79
