SampleID,Chao1,se.chao1,Shannon,Chao1_strict_sqrt,Tree,Forest,Plot,Subplot,Wood_log_ID,Time,Species,Position,Tag_nb,Installment_date,Water_cont_ini,WSG_ini,Coll_No,Coll_date,Water_cont_later,WSG_later,Remarks,W_density,Per_WSG_loss,Termi.assum,Blue_Staining,Brown_Rot,Hypogeous,Poisonous,Soft_Rot,Soft_Rot.fungus_Seehann_et_al_1975.,White_Rot,Unassigned,Pathogen.Saprotroph.Symbiotroph,Pathotroph,Pathotroph.Saprotroph,Pathotroph.Saprotroph.Symbiotroph,Pathotroph.Symbiotroph,Saprotroph,Saprotroph.Pathotroph.Symbiotroph,Saprotroph.Symbiotroph,Symbiotroph
MD440,233.6896552,12.04301754,3.069667563,15.28691124,S,Open_land,357,1,7435,36mo,Castanopsis_mekongensis,down,7435,25/11/2011,1.013930986,0.700845623,Coll_6,14/01/2015,2.483333333,0.288461538,,0.594806365,58.8409302,1,0,8,0,0,441,0,1904,22636,0,973,62,2110,48,14419,0,40,9278
MD442,247.3846154,14.43907967,2.519714024,15.72846513,S,Open_land,357,7,7433,36mo,Castanopsis_mekongensis,down,7433,25/11/2011,1.013930986,0.700845623,Coll_6,14/01/2015,1.688888889,0.3515625,,0.594806365,49.8373838,1,0,9,0,0,722,0,8,18120,0,427,65,753,14,21125,0,1029,1836
MD443,174.7142857,9.967843093,2.40097512,13.21795316,S,Open_land,357,9,7438,36mo,Castanopsis_mekongensis,down,7438,25/11/2011,1.013930986,0.700845623,Coll_6,14/01/2015,1.461538462,0.317073171,,0.594806365,54.7584859,1,0,22,0,0,290,0,1753,18562,0,3349,27,882,10,3940,0,282,2652
MD444,87.11111111,9.732607619,0.900718582,9.333333333,S,Open_land,357,3,7430,36mo,Castanopsis_mekongensis,down,7430,25/11/2011,1.013930986,0.700845623,Coll_6,14/01/2015,1.35483871,0.333333333,,0.594806365,52.4384083,0,0,0,0,0,797,0,14,26383,0,2579,20,209,17,1746,0,403,8
MD445,229,15.80319567,2.072313097,15.13274595,3,Mature_forest,365,1,7122,36mo,Litsea_cubeba,down,7122,29/10/2011,0.667748817,0.390276571,Coll_6,16/12/2014,5.905384615,0.144981413,,0.352562216,62.8516227,0,0,0,0,0,14,0,75,11019,0,138,6,302,20,22286,0,18,398
MD447,207.64,11.52152679,1.999644469,14.40971894,3,Mature_forest,365,3,7124,36mo,Litsea_cubeba,down,7124,29/10/2011,0.667748817,0.390276571,Coll_6,16/12/2014,4.126956522,0.167883212,,0.352562216,56.983528,0,0,30,0,0,6247,0,1008,1936,0,69,2,3299,5,38677,0,53,1837
MD448,119.12,7.600487031,1.38753562,10.91421092,3,Mature_forest,365,9,7125,36mo,Litsea_cubeba,down,7125,29/10/2011,0.667748817,0.390276571,Coll_6,16/12/2014,3.986363636,0.233215548,,0.352562216,40.2435182,0,0,0,0,0,61,0,58,325,0,24156,0,109,23976,4147,0,4,87
MD449,46,3.887732395,0.246807698,6.782329983,3,Mature_forest,365,7,7119,36mo,Litsea_cubeba,down,7119,29/10/2011,0.667748817,0.390276571,Coll_6,16/12/2014,3.145,0.193103448,,0.352562216,50.5213835,1,0,0,0,0,0,0,117,37,0,27,11,29211,866,246,0,0,95
MD45,188,7.949406801,2.641253418,13.7113092,6,Regenerating_forest,83,1,7148,18mo,Litsea_cubeba,down,7148,05/11/2011,0.555765033,0.439224232,Coll_4,14/06/2013,0.682634731,0.331349206,,0.40114636,24.5603539,0,0,1,0,0,3862,0,20,10964,0,410,7,27,5,6030,0,5,162
MD450,172.8333333,16.87481941,1.631892779,13.1466092,L,Mature_forest,365,7,7283,36mo,Castanopsis_mekongensis,down,7283,29/10/2011,0.792959296,0.734159835,Coll_6,16/12/2014,0.7552,0.561797753,,0.628239685,23.4774601,1,0,0,0,0,151,0,427,11278,0,104,40,386,38,12825,0,29,56
MD451,220.6666667,17.96257374,2.951422328,14.8548533,N,Mature_forest,365,3,7294,36mo,Castanopsis_mekongensis,down,7294,29/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,1.615,0.380165289,,0.588120645,45.2335208,0,0,0,0,0,11,0,180,13359,0,2593,7,3999,70,4849,0,152,1177
MD453,248.1666667,10.88043526,2.296759239,15.75330653,N,Mature_forest,365,9,7293,36mo,Castanopsis_mekongensis,down,7293,29/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,2.172924528,0.318318318,,0.588120645,54.1431737,0,43,159,0,0,29,0,7954,29552,0,3591,0,2847,166,17516,0,74,1414
MD454,112.25,8.653600906,1.646077436,10.59481005,N,Mature_forest,365,1,7291,36mo,Castanopsis_mekongensis,down,7291,29/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,1.662727273,0.325443787,,0.588120645,53.1166813,0,0,167,0,0,7,0,3463,2380,0,4073,2,3895,14,26332,0,15,1449
MD455,357.0882353,15.04488608,3.191759189,18.89677844,10,Regenerating_forest,372,1,7170,36mo,Litsea_cubeba,down,7170,25/11/2011,1.0867937,0.326324491,Coll_6,12/12/2014,2.2388,0.223214286,,0.225638094,31.5974464,0,56,1,0,0,76,0,8096,7791,0,5718,6,4040,3569,11430,0,31,275
MD456,287.5,13.50662727,2.783709474,16.95582496,9,Regenerating_forest,372,3,7161,36mo,Litsea_cubeba,down,7161,25/11/2011,0.809196775,0.389271496,Coll_6,12/12/2014,2.739285714,0.287179487,,0.347127569,26.2264281,0,0,18,0,0,263,0,16102,6079,4,707,23,2619,7073,4031,0,15972,3430
MD457,284.0882353,15.04478733,2.72475088,16.85491724,9,Regenerating_forest,372,9,7159,36mo,Litsea_cubeba,down,7159,25/11/2011,0.809196775,0.389271496,Coll_6,12/12/2014,1.731818182,0.22,,0.347127569,43.4841743,0,24,0,0,0,17,0,3784,14492,0,391,3,78,98,6836,0,612,263
MD459,343.877551,15.11758702,1.828772386,18.54393569,9,Regenerating_forest,372,7,7164,36mo,Litsea_cubeba,down,7164,25/11/2011,0.809196775,0.389271496,Coll_6,12/12/2014,2.723548387,0.276785714,,0.347127569,28.8964857,1,0,10,0,4,57,0,11,40646,11,242,13,172,345,6985,0,68,16229
MD46,299.7692308,17.23956436,3.662042148,17.31384506,A,Regenerating_forest,83,1,7202,18mo,Castanopsis_mekongensis,down,7202,05/11/2011,0.752907305,0.613854524,Coll_4,14/06/2013,0.28030303,0.408668731,,0.536089338,33.4258012,1,75,0,0,0,2404,0,6887,6995,0,1989,579,762,79,12249,0,2024,165
MD460,142.0909091,21.80181872,2.193432659,11.92018914,S,Regenerating_forest,372,3,7431,36mo,Castanopsis_mekongensis,down,7431,25/11/2011,1.013930986,0.700845623,Coll_6,12/12/2014,4.609,0.14084507,,0.594806365,79.9035527,0,8,333,0,0,32,0,2857,1803,0,68,0,36,8,3706,0,100,3352
MD462,19,10.15018797,0.031691331,4.358898944,S,Regenerating_forest,372,7,7437,36mo,Castanopsis_mekongensis,down,7437,25/11/2011,1.013930986,0.700845623,Coll_6,12/12/2014,2.813648649,0.197860963,,0.594806365,71.768253,0,0,1,0,0,0,0,27521,7,0,0,0,0,0,27530,0,0,1
MD463,119.1538462,9.320286672,1.015988109,10.91576136,S,Regenerating_forest,372,1,7436,36mo,Castanopsis_mekongensis,down,7436,25/11/2011,1.013930986,0.700845623,Coll_6,12/12/2014,1.63137931,0.333333333,,0.594806365,52.4384083,0,0,10,0,0,12,0,24952,1149,0,703,2,686,2884,25274,0,551,15
MD464,129,7.960464324,2.147564756,11.35781669,S,Regenerating_forest,372,9,7429,36mo,Castanopsis_mekongensis,down,7429,25/11/2011,1.013930986,0.700845623,Coll_6,12/12/2014,2.544827586,0.237704918,,0.594806365,66.0831273,0,0,0,0,0,13,0,25456,3720,0,16,17,814,7,26259,0,60,29
MD465,175.8,19.4420413,2.827046039,13.25895924,2,Regenerating_forest,381,7,7112,36mo,Litsea_cubeba,down,7112,27/10/2011,0.63105268,0.479873823,Coll_6,18/12/2014,2.15,0.235955056,,0.436739315,50.8297711,0,0,0,0,0,643,0,290,6739,0,184,123,510,9054,3671,0,1029,300
MD466,366.2857143,24.68219005,2.555197161,19.13859228,2,Regenerating_forest,381,3,7116,36mo,Litsea_cubeba,down,7116,27/10/2011,0.63105268,0.479873823,Coll_6,18/12/2014,2.539038462,0.282608696,,0.436739315,41.1077074,0,0,0,0,0,275,0,138,45552,1,956,98,1737,3171,5414,0,9,971
MD467,241.75,24.12192923,2.374293215,15.54831181,2,Regenerating_forest,381,9,7115,36mo,Litsea_cubeba,down,7115,27/10/2011,0.63105268,0.479873823,Coll_6,18/12/2014,1.745514019,0.367697595,,0.436739315,23.3761924,0,14,5,0,0,103,0,204,16147,0,354,5,3123,1389,1039,0,32,966
MD469,157.7894737,8.353132793,2.615158823,12.56142801,2,Regenerating_forest,381,1,7117,36mo,Litsea_cubeba,down,7117,27/10/2011,0.63105268,0.479873823,Coll_6,18/12/2014,2.32826087,0.205357143,,0.436739315,57.2060127,0,0,17,0,0,131,0,1418,4895,0,753,0,4299,2775,2345,0,26,1911
MD47,222.55,8.920267012,3.247801742,14.9181098,A,Regenerating_forest,83,7,7200,18mo,Castanopsis_mekongensis,down,7200,05/11/2011,0.752907305,0.613854524,Coll_4,14/06/2013,1.687898089,0.365967366,,0.536089338,40.3820691,1,0,986,0,0,5656,0,132,3904,0,1181,83,1297,16,7858,0,2111,34
MD470,121.25,15.03903828,1.566427487,11.01135777,E,Regenerating_forest,381,7,7235,36mo,Castanopsis_mekongensis,down,7235,27/10/2011,0.689670932,0.715406749,Coll_6,18/12/2014,0.853823529,0.274193548,,0.616650696,61.6730553,0,0,0,0,0,9,0,171,1758,0,137,0,12061,28,1596,0,5,93
MD471,128.6666667,7.512132152,0.597319045,11.34313302,L,Regenerating_forest,381,3,7284,36mo,Castanopsis_mekongensis,down,7284,27/10/2011,0.792959296,0.734159835,Coll_6,18/12/2014,1.16,0.512195122,,0.628239685,30.2338404,1,0,20,0,0,359,0,1424,701,0,3,0,179,36,34741,0,7,13
MD473,146.8947368,11.0146925,1.74575671,12.1200139,N,Regenerating_forest,381,9,7297,36mo,Castanopsis_mekongensis,down,7297,27/10/2011,0.687241094,0.69415689,Coll_6,18/12/2014,1.140217391,0.31292517,,0.588120645,54.9201089,0,0,0,0,0,155,0,20,15496,0,2418,133,3635,24,16384,0,19,638
MD474,198.1666667,14.13732598,1.346619099,14.07716828,N,Regenerating_forest,381,1,7402,36mo,Castanopsis_mekongensis,down,7402,27/10/2011,0.687241094,0.69415689,Coll_6,18/12/2014,0.856283186,0.579487179,,0.588120645,16.5192785,0,0,1,0,0,48,0,9301,1881,0,411,0,433,247,42828,0,112,153
MD475,305.6774194,24.31718285,2.664334074,17.4836329,2,Open_land,382,1,7113,36mo,Litsea_cubeba,down,7113,27/10/2011,0.63105268,0.479873823,Coll_6,16/12/2014,1.739237288,0.411149826,,0.436739315,14.321264,0,0,18915,0,1,7286,0,5,19183,0,29,116,61,110,45231,0,6231,6747
MD476,370.7241379,16.71246068,3.565070151,19.25419793,2,Open_land,382,9,7114,36mo,Litsea_cubeba,down,7114,27/10/2011,0.63105268,0.479873823,Coll_6,16/12/2014,0.70779661,0.7375,,0.436739315,54.6982364,0,0,0,0,311,3705,0,3293,10672,0,8939,7,5707,165,15780,0,3263,1452
MD477,493.1587302,17.2666391,3.563489221,22.20717745,3,Open_land,382,3,7126,36mo,Litsea_cubeba,down,7126,27/10/2011,0.667748817,0.390276571,Coll_6,16/12/2014,1.185254237,0.220149254,,0.352562216,43.5914758,0,0,63,0,0,421,0,958,32666,0,693,679,468,106,8099,0,2105,3504
MD478,332.84375,14.65965374,2.594734285,18.24400586,3,Open_land,382,7,7120,36mo,Litsea_cubeba,down,7120,27/10/2011,0.667748817,0.390276571,Coll_6,16/12/2014,1.481351351,0.241830065,,0.352562216,38.036233,0,23,1,0,0,258,0,1830,30145,1,436,16,167,79,9580,0,501,196
MD479,92.5,7.205898485,0.291444013,9.617692031,3,Open_land,382,5,7121,36mo,Litsea_cubeba,down,7121,27/10/2011,0.667748817,0.390276571,Coll_6,16/12/2014,0.293417722,0.18287037,,0.352562216,53.1433902,1,0,7,0,0,11,0,12,23393,0,11,32,37,14,507,0,7,26
MD48,574.835443,14.31208729,3.848050065,23.97572612,A,Regenerating_forest,83,7,7201,18mo,Castanopsis_mekongensis,down,7201,05/11/2011,0.752907305,0.613854524,Coll_4,14/06/2013,0.337579618,0.468656716,,0.536089338,23.6534557,1,3,3,0,0,523,0,123,8711,0,608,186,4171,187,4083,0,2080,130
MD480,143.1428571,11.46676564,1.973014307,11.96423241,N,Open_land,382,1,7296,36mo,Castanopsis_mekongensis,down,7296,27/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,0.910285714,0.448717949,,0.588120645,35.3578484,1,0,0,0,0,11398,0,4084,19925,0,632,239,151,84,22869,0,8,875
MD482,192.8965517,11.18828611,2.576663353,13.88872031,N,Open_land,382,7,7299,36mo,Castanopsis_mekongensis,down,7299,27/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,1.737619048,0.375,,0.588120645,45.9776305,0,199,0,0,0,295,0,127,2769,4,2988,6161,17499,44,12522,0,24,223
MD483,183.7916667,11.02911498,2.27015152,13.55697852,N,Open_land,382,3,7401,36mo,Castanopsis_mekongensis,down,7401,27/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,1.855238095,0.183063512,,0.588120645,73.6279342,0,0,0,0,0,37,0,3741,20494,0,32,34,40,0,12456,0,7,708
MD484,198.28125,14.2220594,1.907975013,14.08123752,N,Open_land,382,9,7298,36mo,Castanopsis_mekongensis,down,7298,27/10/2011,0.687241094,0.69415689,Coll_6,16/12/2014,0.992962963,0.496932515,,0.588120645,28.4120747,1,0,591,0,0,109,0,6582,1414,0,12,2,48,31,9819,0,9,20
MD485,293.84,15.03391303,2.752806244,17.14176187,11,Mature_forest,398,9,7173,36mo,Litsea_cubeba,down,7173,30/10/2011,0.562187613,0.452207809,Coll_6,16/01/2015,3,0.27173913,,0.41222491,39.9083509,0,0,10,0,0,231,3,82,14138,23,686,135,866,1924,18545,0,32,3340
MD487,353.030303,22.21554768,2.763888079,18.78910064,11,Mature_forest,398,7,7174,36mo,Litsea_cubeba,down,7174,30/10/2011,0.562187613,0.452207809,Coll_6,16/01/2015,2.888888889,0.270676692,,0.41222491,40.1432955,0,2,12,0,0,205,0,1475,22268,2,233,8,360,2370,2738,0,2339,28570
MD488,350.3076923,31.62503516,1.937128173,18.71650855,L,Mature_forest,398,9,7280,36mo,Castanopsis_mekongensis,down,7280,30/10/2011,0.792959296,0.734159835,Coll_6,16/01/2015,3.6,0.18404908,,0.628239685,74.9306525,0,0,404,0,0,22,0,39,36116,1,12493,31,433,84,5683,0,2192,215
MD49,158.5263158,3.972691616,2.830000309,12.5907234,I,Regenerating_forest,83,5,7262,18mo,Castanopsis_mekongensis,down,7262,05/11/2011,0.675116207,0.735280715,Coll_4,14/06/2013,0.486956522,0.570719603,,0.626674952,22.3807192,1,0,33,11,0,529,0,173,3064,0,476,121,143,60,6576,0,240,85
MD492,214,8.983256655,1.750001289,14.62873884,13,Mature_forest,404,3,7193,36mo,Litsea_cubeba,down,7193,16/11/2011,0.889346725,0.423769508,Coll_6,15/12/2014,3.057608696,0.224390244,,0.385014543,47.0489878,0,0,87,0,0,29,0,25,33886,0,38,9,92,255,2559,0,666,33
MD493,110.0833333,11.65466112,0.643533201,10.49206049,13,Mature_forest,404,1,7188,36mo,Litsea_cubeba,down,7188,16/11/2011,0.889346725,0.423769508,Coll_6,15/12/2014,3.567142857,0.274509804,,0.385014543,35.2219075,0,0,0,0,0,0,0,23462,183,0,24,6,164,57,26353,0,1,16
MD494,283.3157895,18.65574937,2.528521538,16.83198709,13,Mature_forest,404,7,7196,36mo,Litsea_cubeba,down,7196,16/11/2011,0.889346725,0.423769508,Coll_6,15/12/2014,1.909736842,0.391752577,,0.385014543,7.5552699,0,0,41,0,0,2447,0,95,23570,0,342,14,2433,311,10250,0,56,1080
MD495,269.1081081,17.06077397,2.132192182,16.40451487,14,Mature_forest,404,9,7305,36mo,Litsea_cubeba,down,7305,16/11/2011,1.329788139,0.413067163,Coll_6,15/12/2014,2.124137931,0.34939759,,0.371073154,15.4138549,1,0,0,0,0,7423,0,16,3255,0,10824,7349,286,218,30564,0,74,32
MD496,188.5,9.888991535,2.200611121,13.72953022,B,Mature_forest,404,7,7211,36mo,Castanopsis_mekongensis,down,7211,16/11/2011,0.872791751,0.789454583,Coll_6,15/12/2014,0.695238095,0.567567568,,0.649394405,28.1063687,1,0,26,0,0,67,0,144,6827,0,1848,176,4508,5,14891,0,1,12
MD497,118.5454545,19.60473719,0.705607639,10.88785812,B,Mature_forest,404,1,7212,36mo,Castanopsis_mekongensis,down,7212,16/11/2011,0.872791751,0.789454583,Coll_6,15/12/2014,0.7245,0.576923077,,0.649394405,26.9213088,1,0,16,0,0,24,0,10397,148,0,91,0,13,3,1516,0,10273,5
MD498,105.5263158,7.857734575,2.283763608,10.27260024,B,Mature_forest,404,9,7214,36mo,Castanopsis_mekongensis,down,7214,16/11/2011,0.872791751,0.789454583,Coll_6,15/12/2014,1.346712329,0.447852761,,0.649394405,43.270611,0,0,7,0,0,47,0,254,3739,0,2027,0,1366,212,3167,0,450,13
MD5,607.5964912,23.19180365,3.420652318,24.64947243,16,Regenerating_forest,7,3,7320,18mo,Litsea_cubeba,down,7320,06/11/2011,1.200681721,0.395367446,Coll_4,31/05/2013,0.275510204,0.417021277,,0.359211785,2.2578409,1,0,5,0,0,135,0,9022,10101,0,1363,414,9721,61,14536,0,17,504
MD50,511.9607843,18.16999306,4.111263124,22.62655043,I,Regenerating_forest,83,9,7263,18mo,Castanopsis_mekongensis,down,7263,05/11/2011,0.675116207,0.735280715,Coll_4,14/06/2013,0.465517241,0.606694561,,0.626674952,17.4880357,1,0,1,0,0,278,0,34,6760,0,213,810,737,63,3739,0,1825,273
MD500,116.1875,13.13088917,2.384540224,10.77903057,B,Mature_forest,404,3,7213,36mo,Castanopsis_mekongensis,down,7213,16/11/2011,0.872791751,0.789454583,Coll_6,15/12/2014,0.943384615,0.460992908,,0.649394405,41.6061522,0,0,0,0,0,5,0,3,2845,0,16,0,4,7,2073,0,15,45
MD502,128,15.26076815,1.982100833,11.3137085,13,Regenerating_forest,405,9,7195,36mo,Litsea_cubeba,down,7195,16/11/2011,0.889346725,0.423769508,Coll_6,15/12/2014,3.496,0.163043478,,0.385014543,61.5254342,0,0,578,0,0,1,0,16,1135,0,6,6,4135,172,916,0,163,359
MD503,104.2727273,14.58208343,1.429815002,10.21140183,13,Regenerating_forest,405,3,7191,36mo,Litsea_cubeba,down,7191,16/11/2011,0.889346725,0.423769508,Coll_6,15/12/2014,2.4426,0.134770889,,0.385014543,68.1971243,0,0,1,0,0,94,0,667,2455,0,7,5,262,6315,995,0,240,60
MD504,494.5,22.64895529,3.058415044,22.23735596,13,Regenerating_forest,405,7,7194,36mo,Litsea_cubeba,down,7194,16/11/2011,0.889346725,0.423769508,Coll_6,15/12/2014,2.045473684,0.296875,,0.385014543,29.9442281,0,0,2,0,0,65,0,228,4375,0,2041,66,649,119,2833,0,21,202
MD505,174.5714286,32.60948405,2.417132888,13.21254815,13,Regenerating_forest,405,1,7189,36mo,Litsea_cubeba,down,7189,16/11/2011,0.889346725,0.423769508,Coll_6,15/12/2014,5.2,0.214814815,,0.385014543,49.308572,0,0,0,0,0,0,0,25,147,0,236,1,11,605,468,0,0,544
MD506,279,42.79392359,2.125376109,16.70329309,B,Regenerating_forest,405,3,7215,36mo,Castanopsis_mekongensis,down,7215,16/11/2011,0.872791751,0.789454583,Coll_6,15/12/2014,1.186021505,0.336347197,,0.649394405,57.3949909,0,0,0,0,0,13,1,842,480,1,21,10,417,21,2871,0,17,76
MD507,150.875,16.69736167,1.783923825,12.2831185,B,Regenerating_forest,405,9,7210,36mo,Castanopsis_mekongensis,down,7210,16/11/2011,0.872791751,0.789454583,Coll_6,15/12/2014,1.309791667,0.290909091,,0.649394405,63.1506236,0,0,524,0,0,1367,0,42,7088,0,58,28,616,72,2416,0,14,88
MD508,226.6923077,12.03727274,2.788315007,15.05630458,H,Regenerating_forest,405,1,7252,36mo,Castanopsis_mekongensis,down,7252,16/11/2011,0.643164529,0.784163343,Coll_6,15/12/2014,1.10089172,0.484567901,,0.66598153,38.2057443,0,0,159,0,0,25,0,297,4557,0,112,439,1165,28,9892,0,7,2135
MD510,74.09090909,11.04762788,1.613274771,8.607607629,H,Regenerating_forest,405,7,7253,36mo,Castanopsis_mekongensis,down,7253,16/11/2011,0.643164529,0.784163343,Coll_6,15/12/2014,0.71,0.590909091,,0.66598153,24.6446424,0,0,0,0,0,0,0,2611,4357,0,23,0,320,82,3358,0,3,26
MD52,531.1666667,18.45459818,3.698002021,23.04705332,5,Regenerating_forest,90,9,7142,18mo,Litsea_cubeba,down,7142,01/11/2011,0.541792331,0.467354644,Coll_4,27/05/2013,0.186046512,0.390909091,,0.424430831,16.3570757,1,0,5,0,0,636,0,26,7075,0,2358,28,340,23,12795,0,694,774
MD53,350.7659574,11.5414391,2.935379232,18.72874682,5,Regenerating_forest,90,7,7136,18mo,Litsea_cubeba,down,7136,01/11/2011,0.541792331,0.467354644,Coll_4,27/05/2013,1.015317287,0.365307754,,0.424430831,21.8350007,1,1,2,4,0,2602,0,324,6408,9,1141,55,312,1139,12505,0,9,7375
MD54,321.0625,15.55132394,3.4390172,17.91821699,5,Regenerating_forest,90,1,7134,18mo,Litsea_cubeba,down,7134,01/11/2011,0.541792331,0.467354644,Coll_4,27/05/2013,0.886363636,0.353413655,,0.424430831,24.3799843,1,0,0,0,0,4026,3,15,15834,10,1756,118,932,73,8169,0,2141,1874
MD55,295.9,19.83578619,2.605211326,17.2017441,5,Regenerating_forest,90,3,7138,18mo,Litsea_cubeba,down,7138,01/11/2011,0.541792331,0.467354644,Coll_4,27/05/2013,0.546052632,0.527777778,,0.424430831,12.3689591,1,0,1,0,0,7695,0,12,17014,0,768,28,1153,16,14148,0,1,15
MD56,120.1428571,16.50227272,3.218626743,10.96096972,J,Regenerating_forest,90,1,7266,18mo,Castanopsis_mekongensis,down,7266,01/11/2011,0.687076644,0.853662979,Coll_4,27/05/2013,0.873754153,0.680995475,,0.725552417,20.2266595,0,0,0,0,0,56,0,46,3736,0,767,947,1327,55,5096,0,0,927
MD57,237.4285714,16.75182719,3.279331292,15.40871738,J,Regenerating_forest,90,9,7264,18mo,Castanopsis_mekongensis,down,7264,01/11/2011,0.687076644,0.853662979,Coll_4,27/05/2013,0.321888412,0.564164649,,0.725552417,33.912485,1,0,3,0,7,44,0,18,4249,0,276,268,66,0,1931,0,3588,134
MD58,629.6617647,34.2808049,4.227882325,25.09306208,J,Regenerating_forest,90,3,7265,18mo,Castanopsis_mekongensis,down,7265,01/11/2011,0.687076644,0.853662979,Coll_4,27/05/2013,0.235023041,0.642011834,,0.725552417,24.7932907,0,2,1,0,0,885,0,275,6244,0,480,2479,3623,689,5980,0,107,979
MD60,227.3448276,17.724688,2.14429342,15.07795834,T,Regenerating_forest,90,7,7439,18mo,Castanopsis_mekongensis,down,7439,01/11/2011,0.802478179,0.801869708,Coll_4,27/05/2013,0.731092437,0.503526093,,0.659859836,37.2059964,1,20,19,0,0,1383,0,7069,1150,0,122,10,322,11,8921,0,15,51
MD61,319.6612903,11.52896605,2.261915072,17.87907409,20,Mature_forest,107,7,7336,18mo,Litsea_cubeba,down,7336,08/11/2011,1.238329238,0.381756361,Coll_4,19/06/2013,2.312727273,0.310734463,,0.345996493,18.6039852,1,0,0,0,0,2753,0,35,10097,1,1942,25,189,21,8083,0,12,59
MD62,156.3333333,8.280221475,1.18891158,12.50333289,20,Mature_forest,107,1,7338,18mo,Litsea_cubeba,down,7338,08/11/2011,1.238329238,0.381756361,Coll_4,19/06/2013,0.75862069,0.277070064,,0.345996493,27.4222797,1,0,0,0,0,152,0,95,21712,0,48,61,53,214,1112,0,55,10
MD64,165,48.7051892,4.093295634,12.84523258,20,Mature_forest,107,5,7333,18mo,Litsea_cubeba,down,7333,08/11/2011,1.238329238,0.381756361,Coll_4,19/06/2013,0.409302326,0.470459519,,0.345996493,22.4012288,1,0,0,0,0,51,0,144,1129,0,195,149,76,23,825,0,8,91
MD65,434.1666667,21.99141953,3.778141564,20.8366664,20,Mature_forest,107,3,7337,18mo,Litsea_cubeba,down,7337,08/11/2011,1.238329238,0.381756361,Coll_4,19/06/2013,0.761682243,0.282694848,,0.345996493,25.9488834,1,0,1,22,0,737,0,7,4194,0,413,74,1334,12,6441,0,1421,162
MD66,78.5,22.72183635,2.269356478,8.860022573,G,Mature_forest,107,1,7244,18mo,Castanopsis_mekongensis,down,7244,08/11/2011,0.753598929,0.764769891,Coll_4,19/06/2013,0.328205128,0.566860465,,0.644966262,25.8782972,1,0,0,0,0,134,0,3,5403,0,162,127,5,3,2508,0,499,18
MD68,112.6666667,14.70146935,1.529312415,10.61445555,G,Mature_forest,107,9,7246,18mo,Castanopsis_mekongensis,down,7246,08/11/2011,0.753598929,0.764769891,Coll_4,19/06/2013,0.264069264,0.75,,0.644966262,1.9312856,1,0,0,0,0,78,0,291,6306,0,32,27,40,67,828,0,34,27
MD69,224.3529412,7.164513823,2.178603782,14.97841584,G,Mature_forest,107,3,7247,18mo,Castanopsis_mekongensis,down,7247,08/11/2011,0.753598929,0.764769891,Coll_4,19/06/2013,0.342696629,0.536144578,,0.644966262,29.8946539,1,0,197,0,0,97,0,62,3379,0,699,13,2097,43,13199,0,147,126
MD7,149.5454545,15.53421569,1.276987595,12.22887789,J,Regenerating_forest,7,7,7270,18mo,Castanopsis_mekongensis,down,7270,06/11/2011,0.687076644,0.853662979,Coll_4,31/05/2013,0.344339623,0.623529412,,0.725552417,26.9583633,0,0,0,0,0,60,0,0,19900,7,18,74,698,20,983,0,31,94
MD71,96.07692308,12.23140021,2.279670755,9.801883649,6,Open_land,119,3,7145,18mo,Litsea_cubeba,down,7145,02/11/2011,0.555765033,0.439224232,Coll_4,04/06/2013,0.862654321,0.396815677,,0.40114636,9.6553314,1,0,8,0,0,404,0,1610,2731,0,968,1,1455,0,2221,0,0,22
MD72,316.8837209,15.37439488,3.003969739,17.80122807,6,Open_land,119,7,7147,18mo,Litsea_cubeba,down,7147,02/11/2011,0.555765033,0.439224232,Coll_4,04/06/2013,0.286863271,0.49469496,,0.40114636,6.6484157,1,0,7,0,0,154,0,6627,6336,0,1048,297,1640,5,14334,0,0,15
MD74,406.6226415,17.47630528,3.203853056,20.16488635,6,Open_land,119,1,7144,18mo,Litsea_cubeba,down,7144,02/11/2011,0.555765033,0.439224232,Coll_4,04/06/2013,0.492401216,0.3434238,,0.40114636,21.8112811,1,16,49,0,0,1206,0,106,10574,5,8012,1258,2541,16,9111,0,11,5157
MD75,327.2,16.13613952,2.563594997,18.08867049,6,Open_land,119,9,7146,18mo,Litsea_cubeba,down,7146,02/11/2011,0.555765033,0.439224232,Coll_4,04/06/2013,0.761261261,0.374367622,,0.40114636,14.766173,0,0,19,0,0,2213,0,463,21347,8,670,1976,1101,2325,7186,0,108,227
MD76,175,15.00901854,0.868084597,13.22875656,I,Open_land,119,1,7259,18mo,Castanopsis_mekongensis,down,7259,02/11/2011,0.675116207,0.735280715,Coll_4,04/06/2013,0.265432099,0.507836991,,0.626674952,30.9329103,0,0,53,0,0,1013,0,30,22844,3,45,75,424,70,1921,0,46,58
MD77,413.3235294,26.76284401,2.819580918,20.3303598,I,Open_land,119,7,7257,18mo,Castanopsis_mekongensis,down,7257,02/11/2011,0.675116207,0.735280715,Coll_4,04/06/2013,0.2890625,0.52892562,,0.626674952,28.0648045,0,0,160,0,0,621,0,41,32666,0,315,165,1635,34,4617,0,3205,54
