Species,Time,Plot,Subplot,Termi.assum,Forest
Litsea_cubeba,18mo,234,9,1,Regenerating_forest
Castanopsis_mekongensis,36mo,234,9,1,Regenerating_forest
Litsea_cubeba,36mo,234,9,1,Regenerating_forest
Castanopsis_mekongensis,18mo,240,9,1,Mature_forest
Litsea_cubeba,18mo,240,9,1,Mature_forest
Castanopsis_mekongensis,36mo,240,9,1,Mature_forest
Litsea_cubeba,36mo,240,9,1,Mature_forest
Castanopsis_mekongensis,18mo,259,9,1,Regenerating_forest
Litsea_cubeba,18mo,259,9,1,Regenerating_forest
Castanopsis_mekongensis,36mo,259,9,1,Regenerating_forest
Litsea_cubeba,36mo,259,9,1,Regenerating_forest
Castanopsis_mekongensis,18mo,271,9,1,Regenerating_forest
Litsea_cubeba,18mo,271,9,1,Regenerating_forest
Castanopsis_mekongensis,36mo,271,9,1,Regenerating_forest
Litsea_cubeba,36mo,271,9,1,Regenerating_forest
Castanopsis_mekongensis,18mo,357,9,1,Open_land
Litsea_cubeba,18mo,357,9,1,Open_land
Castanopsis_mekongensis,36mo,357,9,1,Open_land
Litsea_cubeba,36mo,357,9,1,Open_land
Castanopsis_mekongensis,18mo,365,9,1,Mature_forest
Litsea_cubeba,18mo,365,9,1,Mature_forest
Castanopsis_mekongensis,36mo,365,9,1,Mature_forest
Litsea_cubeba,36mo,365,9,1,Mature_forest
Castanopsis_mekongensis,18mo,58,9,1,Regenerating_forest
Litsea_cubeba,18mo,58,9,1,Regenerating_forest
Castanopsis_mekongensis,36mo,58,9,1,Regenerating_forest
Litsea_cubeba,36mo,58,9,1,Regenerating_forest
Castanopsis_mekongensis,18mo,372,9,1,Regenerating_forest
Litsea_cubeba,18mo,372,9,1,Regenerating_forest
Castanopsis_mekongensis,36mo,372,9,1,Regenerating_forest
Litsea_cubeba,36mo,372,9,1,Regenerating_forest
Castanopsis_mekongensis,18mo,381,9,1,Regenerating_forest
Litsea_cubeba,18mo,381,9,1,Regenerating_forest
Castanopsis_mekongensis,36mo,381,9,1,Regenerating_forest
Litsea_cubeba,36mo,381,9,1,Regenerating_forest
Castanopsis_mekongensis,18mo,382,9,1,Open_land
Litsea_cubeba,18mo,382,9,1,Open_land
Castanopsis_mekongensis,36mo,382,9,1,Open_land
Litsea_cubeba,36mo,382,9,1,Open_land
Castanopsis_mekongensis,18mo,398,9,1,Mature_forest
Litsea_cubeba,18mo,398,9,1,Mature_forest
Castanopsis_mekongensis,36mo,398,9,1,Mature_forest
Litsea_cubeba,36mo,398,9,1,Mature_forest
Castanopsis_mekongensis,18mo,404,9,1,Mature_forest
Litsea_cubeba,18mo,404,9,1,Mature_forest
Castanopsis_mekongensis,36mo,404,9,1,Mature_forest
Litsea_cubeba,36mo,404,9,1,Mature_forest
Castanopsis_mekongensis,18mo,405,9,1,Regenerating_forest
Litsea_cubeba,18mo,405,9,1,Regenerating_forest
Castanopsis_mekongensis,36mo,405,9,1,Regenerating_forest
Litsea_cubeba,36mo,405,9,1,Regenerating_forest
Castanopsis_mekongensis,18mo,75,9,1,Mature_forest
Litsea_cubeba,18mo,75,9,1,Mature_forest
Castanopsis_mekongensis,36mo,75,9,1,Mature_forest
Litsea_cubeba,36mo,75,9,1,Mature_forest
Castanopsis_mekongensis,18mo,83,9,1,Regenerating_forest
Litsea_cubeba,18mo,83,9,1,Regenerating_forest
Castanopsis_mekongensis,36mo,83,9,1,Regenerating_forest
Litsea_cubeba,36mo,83,9,1,Regenerating_forest
Castanopsis_mekongensis,18mo,90,9,1,Regenerating_forest
Litsea_cubeba,18mo,90,9,1,Regenerating_forest
Castanopsis_mekongensis,36mo,90,9,1,Regenerating_forest
Litsea_cubeba,36mo,90,9,1,Regenerating_forest
Castanopsis_mekongensis,18mo,107,9,1,Mature_forest
Litsea_cubeba,18mo,107,9,1,Mature_forest
Castanopsis_mekongensis,36mo,107,9,1,Mature_forest
Litsea_cubeba,36mo,107,9,1,Mature_forest
Castanopsis_mekongensis,18mo,119,9,1,Open_land
Litsea_cubeba,18mo,119,9,1,Open_land
Castanopsis_mekongensis,36mo,119,9,1,Open_land
Litsea_cubeba,36mo,119,9,1,Open_land
Castanopsis_mekongensis,18mo,126,9,1,Open_land
Litsea_cubeba,18mo,126,9,1,Open_land
Castanopsis_mekongensis,36mo,126,9,1,Open_land
Litsea_cubeba,36mo,126,9,1,Open_land
Castanopsis_mekongensis,18mo,7,5,1,Regenerating_forest
Litsea_cubeba,18mo,7,5,1,Regenerating_forest
Castanopsis_mekongensis,36mo,7,5,1,Regenerating_forest
Litsea_cubeba,36mo,7,5,1,Regenerating_forest
Castanopsis_mekongensis,18mo,145,5,1,Regenerating_forest
Litsea_cubeba,18mo,145,5,1,Regenerating_forest
Castanopsis_mekongensis,36mo,145,5,1,Regenerating_forest
Litsea_cubeba,36mo,145,5,1,Regenerating_forest
Castanopsis_mekongensis,18mo,189,5,1,Mature_forest
Litsea_cubeba,18mo,189,5,1,Mature_forest
Castanopsis_mekongensis,36mo,189,5,1,Mature_forest
Litsea_cubeba,36mo,189,5,1,Mature_forest
Castanopsis_mekongensis,18mo,192,5,1,Mature_forest
Litsea_cubeba,18mo,192,5,1,Mature_forest
Castanopsis_mekongensis,36mo,192,5,1,Mature_forest
Litsea_cubeba,36mo,192,5,1,Mature_forest
Castanopsis_mekongensis,18mo,207,5,1,Open_land
Litsea_cubeba,18mo,207,5,1,Open_land
Castanopsis_mekongensis,36mo,207,5,1,Open_land
Litsea_cubeba,36mo,207,5,1,Open_land
Castanopsis_mekongensis,18mo,49,5,1,Regenerating_forest
Litsea_cubeba,18mo,49,5,1,Regenerating_forest
Castanopsis_mekongensis,36mo,49,5,1,Regenerating_forest
Litsea_cubeba,36mo,49,5,1,Regenerating_forest
Castanopsis_mekongensis,18mo,214,5,1,Mature_forest
Litsea_cubeba,18mo,214,5,1,Mature_forest
Castanopsis_mekongensis,36mo,214,5,1,Mature_forest
Litsea_cubeba,36mo,214,5,1,Mature_forest
Castanopsis_mekongensis,18mo,217,5,1,Mature_forest
Litsea_cubeba,18mo,217,5,1,Mature_forest
Castanopsis_mekongensis,36mo,217,5,1,Mature_forest
Litsea_cubeba,36mo,217,5,1,Mature_forest
Castanopsis_mekongensis,18mo,234,5,1,Regenerating_forest
Litsea_cubeba,18mo,234,5,1,Regenerating_forest
Castanopsis_mekongensis,36mo,234,5,1,Regenerating_forest
Litsea_cubeba,36mo,234,5,1,Regenerating_forest
Castanopsis_mekongensis,18mo,240,5,1,Mature_forest
Litsea_cubeba,18mo,240,5,1,Mature_forest
Castanopsis_mekongensis,36mo,240,5,1,Mature_forest
Litsea_cubeba,36mo,240,5,1,Mature_forest
Castanopsis_mekongensis,18mo,259,5,1,Regenerating_forest
Litsea_cubeba,18mo,259,5,1,Regenerating_forest
Castanopsis_mekongensis,36mo,259,5,1,Regenerating_forest
Litsea_cubeba,36mo,259,5,1,Regenerating_forest
Castanopsis_mekongensis,18mo,271,5,1,Regenerating_forest
Litsea_cubeba,18mo,271,5,1,Regenerating_forest
Castanopsis_mekongensis,36mo,271,5,1,Regenerating_forest
Litsea_cubeba,36mo,271,5,1,Regenerating_forest
Castanopsis_mekongensis,18mo,357,5,1,Open_land
Litsea_cubeba,18mo,357,5,1,Open_land
Castanopsis_mekongensis,36mo,357,5,1,Open_land
Litsea_cubeba,36mo,357,5,1,Open_land
Castanopsis_mekongensis,18mo,365,5,1,Mature_forest
Litsea_cubeba,18mo,365,5,1,Mature_forest
Castanopsis_mekongensis,36mo,365,5,1,Mature_forest
Litsea_cubeba,36mo,365,5,1,Mature_forest
Castanopsis_mekongensis,18mo,58,5,1,Regenerating_forest
Litsea_cubeba,18mo,58,5,1,Regenerating_forest
Castanopsis_mekongensis,36mo,58,5,1,Regenerating_forest
Litsea_cubeba,36mo,58,5,1,Regenerating_forest
Castanopsis_mekongensis,18mo,372,5,1,Regenerating_forest
Litsea_cubeba,18mo,372,5,1,Regenerating_forest
Castanopsis_mekongensis,36mo,372,5,1,Regenerating_forest
Litsea_cubeba,36mo,372,5,1,Regenerating_forest
Castanopsis_mekongensis,18mo,381,5,1,Regenerating_forest
Litsea_cubeba,18mo,381,5,1,Regenerating_forest
Castanopsis_mekongensis,36mo,381,5,1,Regenerating_forest
Litsea_cubeba,36mo,381,5,1,Regenerating_forest
Castanopsis_mekongensis,18mo,382,5,1,Open_land
Litsea_cubeba,18mo,382,5,1,Open_land
Castanopsis_mekongensis,36mo,382,5,1,Open_land
Litsea_cubeba,36mo,382,5,1,Open_land
Castanopsis_mekongensis,18mo,398,5,1,Mature_forest
Litsea_cubeba,18mo,398,5,1,Mature_forest
Castanopsis_mekongensis,36mo,398,5,1,Mature_forest
Litsea_cubeba,36mo,398,5,1,Mature_forest
Castanopsis_mekongensis,18mo,404,5,1,Mature_forest
Litsea_cubeba,18mo,404,5,1,Mature_forest
Castanopsis_mekongensis,36mo,404,5,1,Mature_forest
Litsea_cubeba,36mo,404,5,1,Mature_forest
Castanopsis_mekongensis,18mo,405,5,1,Regenerating_forest
Litsea_cubeba,18mo,405,5,1,Regenerating_forest
Castanopsis_mekongensis,36mo,405,5,1,Regenerating_forest
Litsea_cubeba,36mo,405,5,1,Regenerating_forest
Castanopsis_mekongensis,18mo,75,5,1,Mature_forest
Litsea_cubeba,18mo,75,5,1,Mature_forest
Castanopsis_mekongensis,36mo,75,5,1,Mature_forest
Litsea_cubeba,36mo,75,5,1,Mature_forest
Castanopsis_mekongensis,18mo,83,5,1,Regenerating_forest
Litsea_cubeba,18mo,83,5,1,Regenerating_forest
Castanopsis_mekongensis,36mo,83,5,1,Regenerating_forest
Litsea_cubeba,36mo,83,5,1,Regenerating_forest
Castanopsis_mekongensis,18mo,90,5,1,Regenerating_forest
Litsea_cubeba,18mo,90,5,1,Regenerating_forest
Castanopsis_mekongensis,36mo,90,5,1,Regenerating_forest
Litsea_cubeba,36mo,90,5,1,Regenerating_forest
Castanopsis_mekongensis,18mo,107,5,1,Mature_forest
Litsea_cubeba,18mo,107,5,1,Mature_forest
Castanopsis_mekongensis,36mo,107,5,1,Mature_forest
Litsea_cubeba,36mo,107,5,1,Mature_forest
Castanopsis_mekongensis,18mo,119,5,1,Open_land
Litsea_cubeba,18mo,119,5,1,Open_land
Castanopsis_mekongensis,36mo,119,5,1,Open_land
Litsea_cubeba,36mo,119,5,1,Open_land
Castanopsis_mekongensis,18mo,126,5,1,Open_land
Litsea_cubeba,18mo,126,5,1,Open_land
Castanopsis_mekongensis,36mo,126,5,1,Open_land
Litsea_cubeba,36mo,126,5,1,Open_land
